pl_name,discoverymethod,disc_facility,pl_rade,pl_eqt,st_teff
"KELT-8 b","Transit","KELT",21.04984661,1428.21,5703.00
"K2-141 c","Transit","K2",7.00000000,695.00,4570.00
"Kepler-18 c","Transit","Kepler",4.75000000,858.00,5385.00
"G 9-40 b","Transit","K2",2.02500000,456.00,3348.00
"TOI-2169 A b","Transit","Transiting Exoplanet Survey Satellite (TESS)",10.43750000,1068.00,6183.00
"Kepler-19 b","Transit","Kepler",2.53000000,781.00,5541.00
"Kepler-210 c","Transit","Kepler",3.23000000,497.00,3914.00
"K2-105 b","Transit","K2",3.59000000,928.00,5636.00
"Kepler-44 b","Transit","Kepler",12.71000000,1460.00,5763.00
"TOI-1266 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.98000000,346.00,3563.00
"K2-265 b","Transit","K2",1.67600000,1257.00,5435.00
"HIP 65 A b","Transit","Transiting Exoplanet Survey Satellite (TESS)",5.91629233,1320.95,4486.00
"Kepler-1497 b","Transit","Kepler",1.69000000,898.00,5878.00
"Kepler-1465 b","Transit","Kepler",1.74000000,414.00,4702.00
"Kepler-528 b","Transit","Kepler",2.10000000,708.00,5747.00
"Kepler-849 b","Transit","Kepler",8.26000000,337.00,5858.00
"Kepler-700 b","Transit","Kepler",5.40000000,391.00,5738.00
"Kepler-341 d","Transit","Kepler",1.96000000,627.00,6008.00
"Kepler-1745 b","Transit","Kepler",1.67000000,1305.00,6043.00
"Kepler-1302 b","Transit","Kepler",1.48000000,778.00,5330.00
"Kepler-1564 b","Transit","Kepler",1.39000000,623.00,5576.00
"Kepler-659 b","Transit","Kepler",2.33000000,516.00,4867.00
"HATS-56 b","Transit","HATSouth",17.02570000,1597.00,6457.00
"TOI-1295 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",14.96857787,1671.12,6470.00
"TOI-6034 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",12.14508691,661.87,3628.00
"TOI-2497 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",11.14172682,1595.00,7360.00
"TOI-2570 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",14.06998283,1307.24,5639.00
"TOI-3682 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",12.17270000,1438.00,5501.00
"WASP-91 b","Transit","SuperWASP-South",11.95149929,1089.15,4920.00
"HD 183579 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.57668278,689.36,5783.54
"KOI-94 b","Transit","Kepler",1.71000000,1486.00,6182.00
"HATS-33 b","Transit","HATSouth",13.78707000,1429.00,5659.00
"K2-131 b","Transit","K2",2.13418186,2008.02,5129.00
"TOI-1249 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.25485000,735.00,5453.00
"Kepler-686 b","Transit","Kepler",11.77000000,1540.00,5934.00
"Kepler-91 b","Transit","Kepler",15.39000000,1917.00,4605.00
"Kepler-84 f","Transit","Kepler",2.29000000,572.00,6036.00
"K2-27 b","Transit","K2",5.77000000,991.00,5422.00
"HAT-P-70 b","Transit","HATNet",20.96083000,2562.00,8450.00
"WASP-145 A b","Transit","SuperWASP-South",10.50455992,1073.11,4683.00
"Kepler-396 b","Transit","Kepler",3.49000000,531.00,5579.00
"TOI-6628 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",10.98480109,833.00,5463.00
"Kepler-450 c","Transit","Kepler",2.59000000,944.00,6206.00
"Kepler-120 b","Transit","Kepler",2.00000000,575.00,4090.00
"Kepler-545 b","Transit","Kepler",2.47000000,767.00,5936.00
"Kepler-1383 b","Transit","Kepler",1.16000000,910.00,6279.00
"Kepler-430 b","Transit","Kepler",2.95000000,674.00,5883.00
"Kepler-536 b","Transit","Kepler",6.18000000,1876.00,5311.00
"Kepler-1120 b","Transit","Kepler",1.51000000,1028.00,4983.00
"Kepler-529 b","Transit","Kepler",2.10000000,1662.00,6078.00
"Kepler-254 b","Transit","Kepler",3.68000000,983.00,5941.00
"Kepler-63 b","Transit","Kepler",5.57000000,789.00,5650.00
"K2-167 b","Transit","K2",2.30000000,1174.00,6011.00
"Kepler-367 c","Transit","Kepler",1.36000000,350.00,4722.00
"Kepler-506 b","Transit","Kepler",2.67000000,1086.00,6184.00
"TOI-1824 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.74382690,528.67,5165.00
"L 168-9 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.46168531,891.64,3794.00
"TOI-1452 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.67200000,326.00,3185.00
"K2-334 b","Transit","K2",5.67086336,1369.87,6315.70
"Kepler-490 b","Transit","Kepler",12.13000000,1422.00,6418.00
"WASP-83 b","Transit","SuperWASP",12.19560000,1095.00,5510.00
"TOI-2136 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.20000000,378.00,3373.00
"K2-216 b","Transit","K2",1.63000000,992.00,4658.00
"TOI-1836 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",8.00321222,966.00,6380.00
"Kepler-74 b","Transit","Kepler",14.41000000,1155.00,6056.00
"TOI-5027 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",10.76062147,1056.00,5909.00
"K2-141 b","Transit","K2",1.54000000,2039.00,4373.00
"Kepler-685 b","Transit","Kepler",11.29718035,1513.13,5483.74
"HAT-P-68 b","Transit","HATNet",12.01604800,1027.80,4508.00
"Kepler-41 b","Transit","Kepler",9.98000000,1730.00,5620.00
"TOI-3837 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",11.02330000,954.00,5773.90
"Kepler-425 b","Transit","Kepler",9.94000000,972.00,5262.00
"TOI-1691 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.88015000,834.00,5759.00
"Kepler-10 c","Transit","Kepler",2.28000000,521.00,5627.00
"TOI-6002 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.65000000,321.40,3229.00
"Kepler-428 b","Transit","Kepler",11.87000000,955.00,5071.00
"K2-32 d","Transit","K2",3.48400000,550.00,5271.00
"WASP-151 b","Transit","SuperWASP-South",12.66617000,1290.00,5871.00
"Kepler-606 b","Transit","Kepler",2.78000000,679.00,6241.00
"Kepler-231 b","Transit","Kepler",1.91000000,488.00,4077.00
"Kepler-858 b","Transit","Kepler",5.41000000,425.00,5565.00
"Kepler-313 c","Transit","Kepler",2.31000000,683.00,5726.00
"HAT-P-26 b","Transit","HATNet",7.30825542,1080.00,5100.00
"WASP-147 b","Transit","SuperWASP-South",11.72365754,1282.56,5909.00
"Kepler-1224 b","Transit","Kepler",1.11000000,852.00,6282.00
"Kepler-1439 b","Transit","Kepler",1.30000000,392.00,3471.00
"Kepler-1810 b","Transit","Kepler",3.87000000,380.00,5492.00
"Kepler-1675 b","Transit","Kepler",2.59000000,465.00,5798.00
"Kepler-200 c","Transit","Kepler",2.90000000,987.00,6034.00
"Kepler-276 d","Transit","Kepler",2.58000000,525.00,6102.00
"Kepler-577 b","Transit","Kepler",1.68000000,315.00,3789.00
"K2-233 c","Transit","K2",1.33500000,728.00,4950.00
"Kepler-1043 b","Transit","Kepler",2.54000000,532.00,5974.00
"Kepler-325 d","Transit","Kepler",3.01000000,541.00,5749.00
"Kepler-1839 b","Transit","Kepler",1.15000000,1049.00,5926.00
"Kepler-1812 b","Transit","Kepler",2.49000000,1034.00,6174.00
"WASP-192 b","Transit","WASP-South",12.86300000,1297.00,6017.00
"Kepler-425 b","Transit","Kepler",10.96200000,1070.00,5170.00
"TOI-157 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",14.41477400,1588.00,5404.00
"GJ 9827 b","Transit","K2",1.68645000,1183.00,4199.00
"Kepler-411 b","Transit","Kepler",2.14343552,940.98,4837.00
"WASP-178 b","Transit","WASP-South",20.28829000,2470.00,9360.00
"HATS-15 b","Transit","HATSouth",20.82300689,1746.99,5122.00
"KOI-94 d","Transit","Kepler",9.77000000,767.00,6098.00
"TOI-2141 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.05000000,722.00,5659.00
"TOI-1194 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",8.59728820,1391.00,5446.00
"Kepler-18 d","Transit","Kepler",6.39617029,679.13,5359.00
"WASP-113 b","Transit","SuperWASP-North",15.79348100,1496.00,5890.00
"Kepler-10 b","Transit","Kepler",1.43000000,1980.00,5676.00
"Kepler-504 b","Transit","Kepler",1.57000000,374.00,3547.00
"Kepler-1799 b","Transit","Kepler",2.67000000,770.00,5831.00
"K2-155 c","Transit","K2",2.60000000,583.00,4258.00
"K2-3 c","Transit","K2",1.56000000,374.00,3951.00
"TOI-654.01","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.37800000,794.00,3521.00
"TOI-4602.01","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.36323000,1561.00,6011.90
"WASP-54 b","Transit","SuperWASP",18.52800000,1759.00,6100.00
"Kepler-487 b","Transit","Kepler",11.31000000,686.00,5700.00
"K2-140 b","Transit","K2",13.56286665,962.00,5585.00
"HAT-P-68 b","Transit","HATNet",13.70588688,963.63,4221.54
"TOI-5386 A b","Transit","Transiting Exoplanet Survey Satellite (TESS)",15.18930000,1202.00,5920.20
"TOI-2000 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.70000000,1488.00,5611.00
"WASP-23 b","Transit","SuperWASP",12.79215388,1076.55,5150.00
"TOI-406.01","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.08000000,368.00,3392.00
"Kepler-134 c","Transit","Kepler",1.63000000,878.00,5936.00
"WASP-82 b","Transit","SuperWASP",18.71903000,2190.00,6490.00
"WASP-156 b","Transit","SuperWASP",6.02802815,934.50,4987.00
"HIP 67522 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",9.38005266,1096.06,5854.00
"Kepler-428 b","Transit","Kepler",12.11000000,1070.00,5150.00
"TOI-1693 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.55747344,700.85,3474.00
"Kepler-953 c","Transit","Kepler",1.16000000,846.00,5688.00
"K2-167 b","Transit","K2",2.05153324,1062.30,6073.50
"TOI-2337 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",11.56559794,1272.46,4784.00
"Kepler-633 c","Transit","Kepler",2.45000000,853.00,6282.00
"Kepler-54 d","Transit","Kepler",1.30000000,328.00,3713.00
"Kepler-306 c","Transit","Kepler",2.58000000,803.00,5219.00
"Kepler-1964 b","Transit","Kepler",14.68000000,997.00,4798.00
"Kepler-119 b","Transit","Kepler",3.62000000,1201.00,5570.00
"Kepler-1185 b","Transit","Kepler",1.39000000,355.00,5650.00
"Kepler-760 b","Transit","Kepler",4.02000000,892.00,5423.00
"Kepler-163 c","Transit","Kepler",2.23000000,623.00,5772.00
"Kepler-1156 b","Transit","Kepler",1.25000000,812.00,6061.00
"Kepler-662 b","Transit","Kepler",1.54000000,430.00,4722.00
"Kepler-1261 b","Transit","Kepler",2.30000000,395.00,5046.00
"Kepler-526 b","Transit","Kepler",2.18000000,1125.00,5716.00
"K2-291 b","Transit","K2",1.58900000,1278.00,5520.00
"TOI-561 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.65840000,791.00,5391.00
"Kepler-1514 c","Transit","Kepler",1.25000000,943.00,6259.00
"Kepler-14 b","Transit","Kepler",12.21000000,1445.00,6378.00
"Kepler-491 b","Transit","Kepler",9.16000000,1118.00,5649.00
"Kepler-1157 b","Transit","Kepler",0.96000000,732.00,4487.00
"Kepler-1611 b","Transit","Kepler",0.66000000,887.00,5511.00
"Kepler-1752 b","Transit","Kepler",5.26000000,419.00,5446.00
"Kepler-527 b","Transit","Kepler",4.03000000,1157.00,6534.00
"TOI-1772.01","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.83377057,877.67,5583.10
"KOI-94 d","Transit","Kepler",11.33550324,804.68,6184.00
"HATS-34 b","Transit","HATSouth",13.08687204,1308.04,5380.00
"TOI-2364 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",9.57594000,1062.00,5216.00
"TOI-2285 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.74000000,284.00,3491.00
"TOI-238 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.57925000,1412.00,5024.00
"TOI-1759 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.14000000,443.00,4065.00
"WASP-173 A b","Transit","SuperWASP-South",12.98116186,1679.41,6286.00
"HIP 94235 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.00403804,981.46,5985.40
"Kepler-714 b","Transit","Kepler",9.19000000,976.00,6167.00
"Kepler-523 b","Transit","Kepler",1.93000000,892.00,5509.00
"Kepler-210 c","Transit","Kepler",3.39000000,495.00,3914.00
"Kepler-522 b","Transit","Kepler",4.76000000,652.00,6267.00
"TOI-1468 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.40100000,683.50,3376.00
"TOI-6130 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",14.34749530,1750.00,6110.00
"Kepler-289 c","Transit","Kepler",18.17000000,487.00,6279.00
"HD 118203 b","Radial Velocity","Haute-Provence Observatory",13.13830000,1509.00,5828.70
"Kepler-25 c","Transit","Kepler",4.51000000,941.00,6270.00
"Wolf 503 b","Transit","K2",2.04300000,789.00,4716.00
"Kepler-1841 b","Transit","Kepler",1.58000000,577.00,5506.00
"Kepler-1921 c","Transit","Kepler",1.41000000,1791.00,6120.00
"Kepler-148 d","Transit","Kepler",8.95000000,416.00,5271.00
"Kepler-349 c","Transit","Kepler",2.09000000,772.00,5934.00
"Kepler-69 b","Transit","Kepler",2.28000000,746.00,5637.00
"K2-346 b","Transit","K2",2.99459349,439.45,4678.00
"HATS-35 b","Transit","HATSouth",16.40997600,2037.00,6300.00
"TOI-622 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",9.30024126,1274.23,7056.00
"Kepler-731 b","Transit","Kepler",13.61000000,1212.00,6033.00
"Kepler-10 b","Transit","Kepler",1.37000000,1903.00,5627.00
"Kepler-1983 b","Transit","Kepler",88.52000000,797.00,5120.00
"Kepler-318 b","Transit","Kepler",4.47852383,1077.21,5940.12
"NGTS-24 b","Transit","Next-Generation Transit Survey (NGTS)",13.60770257,1499.00,5820.00
"TOI-674 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",5.25000000,635.00,3514.00
"TOI-4773 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",14.14533494,2012.90,6674.00
"HATS-64 b","Transit","HATSouth",15.96197585,1680.07,6606.00
"CoRoT-20 b","Transit","CoRoT",9.42000000,1002.00,5880.00
"K2-29 b","Transit","K2",11.20900000,1076.00,5222.00
"Kepler-858 b","Transit","Kepler",5.41000000,425.00,5565.00
"TOI-163 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",16.69020100,1669.00,6495.00
"K2-115 b","Transit","K2",12.49803500,682.00,5560.00
"K2-3 d","Transit","K2",1.61000000,300.00,
"K2-271 b","Transit","K2",7.28000000,893.00,5644.00
"Kepler-15 b","Transit","Kepler",14.44840100,1251.00,5595.00
"K2-32 b","Transit","K2",5.29900000,837.00,5271.00
"WASP-172 b","Transit","SuperWASP-South",20.34330000,1735.00,6942.00
"WASP-44 b","Transit","SuperWASP",12.25627190,1235.08,5410.00
"Kepler-65 c","Transit","Kepler",2.36000000,1142.00,6172.00
"TOI-3071 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",7.13535000,1985.00,6296.00
"Kepler-730 b","Transit","Kepler",8.70000000,1022.00,6032.00
"TOI-1235 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.00495000,1086.00,3912.00
"Qatar-10 b","Transit","Qatar",17.29548700,1955.00,6124.00
"Kepler-196 b","Transit","Kepler",2.10000000,569.00,5231.00
"TOI-2010 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",11.75821955,437.20,5842.00
"TOI-1478 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",12.34220000,1119.00,5623.00
"Kepler-10 b","Transit","Kepler",1.45000000,1968.00,5627.00
"K2-35 b","Transit","K2",1.40000000,979.00,4680.00
"Kepler-1066 b","Transit","Kepler",2.55000000,1513.00,5642.00
"WASP-158 b","Transit","SuperWASP-South",12.80310000,1527.00,6239.00
"Kepler-447 b","Transit","Kepler",16.51000000,882.00,5494.00
"WASP-70 A b","Transit","SuperWASP",13.04700000,1387.00,5763.00
"HD 183579 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.53000000,748.00,5706.00
"K2-141 b","Transit","K2",1.64829000,2211.00,4477.00
"WASP-61 b","Transit","SuperWASP",13.56289000,1624.40,6250.00
"TOI-1266 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.45800000,410.00,3573.00
"WASP-167 b","Transit","Multiple Observatories",20.15480000,2096.00,7000.00
"TOI-2580 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",17.37392009,2410.00,6120.00
"TOI-1468 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.12600000,338.10,3376.00
"K2-105 b","Transit","K2",3.44807000,958.00,5411.10
"Kepler-314 b","Transit","Kepler",0.84000000,1195.00,5418.00
"Kepler-8 b","Transit","Kepler",14.83000000,1521.00,6225.00
"K2-32 c","Transit","K2",3.01000000,577.00,5274.00
"HAT-P-36 b","Transit","HATNet",15.21061300,1820.20,5560.00
"Kepler-1010 b","Transit","Kepler",2.47000000,498.00,5325.00
"Kepler-1774 b","Transit","Kepler",3.17000000,522.00,6214.00
"Kepler-1714 b","Transit","Kepler",3.17000000,1219.00,6174.00
"Kepler-275 c","Transit","Kepler",2.84000000,838.00,6495.00
"Kepler-661 b","Transit","Kepler",3.14000000,685.00,4536.00
"Kepler-1157 b","Transit","Kepler",0.96000000,732.00,4487.00
"Kepler-1783 b","Transit","Kepler",2.38000000,1088.00,5129.00
"Kepler-1051 b","Transit","Kepler",3.25000000,850.00,6369.00
"Kepler-291 b","Transit","Kepler",2.17000000,1212.00,5993.00
"Kepler-101 b","Transit","Kepler",5.77000000,1513.00,5667.00
"Kepler-1002 b","Transit","Kepler",1.50000000,1308.00,6045.00
"HD 207897 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.38101000,641.00,5071.00
"Kepler-25 b","Transit","Kepler",2.97282834,1255.46,6212.00
"TOI-1683.01","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.48784863,848.22,4402.00
"Kepler-718 b","Transit","Kepler",13.38000000,1495.00,6015.00
"K2-140 b","Transit","K2",12.27385500,1114.00,5654.00
"GJ 3929 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.09000000,568.00,3384.00
"Kepler-118 c","Transit","Kepler",7.19000000,619.00,5275.00
"Kepler-191 c","Transit","Kepler",2.11000000,578.00,5275.00
"HATS-12 b","Transit","HATSouth",15.13215000,2097.00,6408.00
"TOI-3714 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",11.32107051,750.00,3660.00
"Kepler-468 b","Transit","Kepler",13.26000000,484.00,5510.00
"WASP-153 b","Transit","SuperWASP",17.37395000,1700.00,5914.00
"WASP-102 b","Transit","SuperWASP",14.99720000,1582.00,5838.00
"Kepler-1745 b","Transit","Kepler",1.50000000,1295.00,6013.00
"Kepler-1038 b","Transit","Kepler",3.61000000,285.00,5159.00
"TOI-2095 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.29848587,351.27,3746.00
"Kepler-957 b","Transit","Kepler",5.10000000,769.00,4963.00
"Kepler-1581 b","Transit","Kepler",0.75000000,1117.00,5989.00
"Kepler-1158 b","Transit","Kepler",1.55000000,952.00,6398.00
"Kepler-1734 b","Transit","Kepler",2.12000000,985.00,6061.00
"Kepler-1276 b","Transit","Kepler",1.09000000,886.00,6084.00
"Kepler-286 e","Transit","Kepler",1.79000000,582.00,5970.00
"TOI-4010 d","Transit","Transiting Exoplanet Survey Satellite (TESS)",6.18000000,650.00,4960.00
"K2-108 b","Transit","K2",5.33000000,1360.00,5599.00
"EPIC 246851721 b","Transit","K2",11.78065900,1401.00,6202.00
"TOI-1420 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",11.89000000,957.00,5510.00
"Kepler-18 b","Transit","Kepler",2.11000000,1165.00,5356.00
"Wendelstein-2 b","Transit","Haleakala Observatory",12.99347280,2470.00,4591.00
"Kepler-37 c","Transit","Kepler",0.71000000,562.00,5417.00
"TOI-5300 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",11.96920000,944.00,4219.00
"Kepler-7 b","Transit","Kepler",18.17595570,1576.38,5974.00
"Kepler-173 c","Transit","Kepler",2.36000000,956.00,6032.00
"HAT-P-35 b","Transit","HATNet",13.28441341,1434.11,6096.00
"GJ 3470 b","Radial Velocity","La Silla Observatory",4.57000000,593.50,3600.00
"Kepler-607 b","Transit","Kepler",0.91000000,1874.00,5244.00
"K2-3 c","Transit","K2",1.72000000,344.00,3896.00
"Kepler-1514 c","Transit","Kepler",1.92000000,1364.00,6382.00
"WASP-123 b","Transit","SuperWASP",14.77346200,1520.00,5740.00
"Kepler-353 b","Transit","Kepler",1.08000000,549.00,3903.00
"Kepler-1821 b","Transit","Kepler",1.98000000,678.00,5815.00
"Kepler-957 b","Transit","Kepler",5.04000000,769.00,4963.00
"WASP-102 b","Transit","SuperWASP",14.90794433,1671.00,5990.00
"K2-18 b","Transit","K2",2.53362939,260.44,3464.00
"Kepler-447 b","Transit","Kepler",6.06000000,862.00,5555.00
"K2-87 b","Transit","K2",7.23871000,1214.00,5583.60
"K2-114 b","Transit","K2",11.19847412,667.45,5027.00
"Kepler-37 b","Transit","Kepler",0.27000000,656.00,5417.00
"Kepler-102 b","Transit","Kepler",0.51000000,792.00,4900.00
"HD 73583 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.73000000,517.80,4582.00
"HD 35843 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.46806953,468.46,5744.00
"GJ 3470 b","Radial Velocity","La Silla Observatory",3.88000000,604.00,3652.00
"TOI-756 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.18112137,827.95,3614.00
"TOI-561 e","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.18580584,156.67,5391.00
"Kepler-1341 b","Transit","Kepler",2.51000000,241.00,4523.00
"HD 101581 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",0.97945829,740.94,4633.87
"TOI-1749 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.33994008,771.76,3959.00
"K2-265 b","Transit","K2",1.70824866,1366.00,5420.00
"TOI-216.02","Transit","Transiting Exoplanet Survey Satellite (TESS)",6.48401246,563.88,5025.77
"Kepler-43 b","Transit","Kepler",10.56000000,1402.00,6082.00
"Kepler-1682 b","Transit","Kepler",2.90000000,725.00,5764.00
"Kepler-338 d","Transit","Kepler",2.80000000,680.00,5923.00
"Kepler-1804 b","Transit","Kepler",3.14000000,913.00,5109.00
"Kepler-164 d","Transit","Kepler",2.70000000,637.00,5888.00
"Kepler-971 b","Transit","Kepler",4.77000000,1088.00,5541.00
"Kepler-585 b","Transit","Kepler",3.64000000,1400.00,5749.00
"GQ Lup b","Imaging","Paranal Observatory",33.60000000,2650.00,
"Kepler-1367 b","Transit","Kepler",0.85000000,869.00,3954.00
"Kepler-200 c","Transit","Kepler",1.99000000,987.00,6053.00
"Kepler-278 c","Transit","Kepler",3.36000000,696.00,4991.00
"Kepler-271 c","Transit","Kepler",1.15000000,933.00,5759.00
"Kepler-538 b","Transit","Kepler",2.21500000,380.00,5547.00
"HD 93963 A c","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.22800000,1344.00,5987.00
"Kepler-548 b","Transit","Kepler",12.21000000,1016.00,5359.00
"WASP-171 b","Transit","WASP-South",10.98482000,1642.00,5965.00
"HAT-P-53 b","Transit","HATNet",14.77346200,1778.00,5956.00
"TOI-6086 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",0.96506187,604.35,3300.00
"TOI-2373 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",10.42435205,860.00,5651.00
"Kepler-1276 b","Transit","Kepler",1.09000000,909.00,6456.00
"Kepler-21 b","Transit","Kepler",1.63540000,1956.00,6131.00
"TOI-1231 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.87856800,122.22,3535.00
"Kepler-412 b","Transit","Kepler",13.46463141,1758.40,5832.83
"TOI-2497 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",11.76308570,1433.45,6715.00
"HATS-43 b","Transit","HATSouth",13.22662000,1003.00,5099.00
"Kepler-40 b","Transit","Kepler",13.80000000,1482.00,6490.00
"TOI-2368 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",10.83908434,1000.00,5360.00
"TOI-2257 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.22536959,230.78,3446.00
"WASP-132 c","Transit","Transiting Exoplanet Survey Satellite (TESS)",2.33320327,1385.85,4775.00
"Kepler-1471 c","Transit","Kepler",1.88000000,841.00,5533.00
"Kepler-1479 b","Transit","Kepler",1.73000000,746.00,6003.00
"Kepler-1666 b","Transit","Kepler",2.57000000,672.00,6297.00
"Kepler-1130 d","Transit","Kepler",0.64000000,981.00,5450.00
"Kepler-671 b","Transit","Kepler",2.33000000,1014.00,5641.00
"Kepler-770 c","Transit","Kepler",0.95000000,1368.00,5513.00
"Kepler-894 b","Transit","Kepler",3.23000000,896.00,6170.00
"Kepler-1086 b","Transit","Kepler",2.27000000,415.00,4137.00
"Kepler-517 b","Transit","Kepler",2.78000000,467.00,5638.00
"Kepler-1842 b","Transit","Kepler",2.34000000,822.00,5970.00
"Kepler-587 b","Transit","Kepler",2.16000000,767.00,5757.00
"Kepler-1056 b","Transit","Kepler",2.32000000,590.00,5657.00
"Kepler-411 d","Transit","Kepler",3.31900000,410.00,
"K2-29 b","Transit","K2",12.87148683,1047.39,5387.06
"TOI-892 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",11.99363000,1397.00,6261.00
"TOI-3486 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",10.57006880,1190.00,4930.00
"WASP-132 b","Transit","SuperWASP-South",10.47865795,722.67,4775.00
"Kepler-173 c","Transit","Kepler",2.41000000,956.00,6032.00
"Kepler-68 b","Transit","Kepler",2.31000000,1280.00,5793.00
"Kepler-396 c","Transit","Kepler",6.07000000,417.00,5579.00
"TOI-3884 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",5.76059038,413.60,3192.00
"HD 101581 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",0.95600000,834.00,4675.00
"CoRoT-20 b","Transit","CoRoT",15.39650566,935.32,5880.00
"Kepler-685 b","Transit","Kepler",9.74000000,1572.00,5717.00
"TOI-700 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",1.03700000,417.00,3461.00
"NGTS-2 b","Transit","Next-Generation Transit Survey (NGTS)",17.87835500,1468.00,6478.00
"TOI-2019 b","Transit","Transiting Exoplanet Survey Satellite (TESS)",3.99579000,933.00,5588.00
"WASP-192 b","Transit","WASP-South",13.78707000,1620.00,5910.00
"Kepler-1344 b","Transit","Kepler",1.79000000,1219.00,6237.00
"K2-16 c","Transit","K2",2.54000000,485.00,4742.00
"Kepler-773 b","Transit","Kepler",1.57000000,1196.00,5746.00
"Kepler-135 b","Transit","Kepler",1.72000000,1183.00,6388.00
"HIP 116454 b","Transit","K2",2.53000000,690.00,5089.00
"K2-32 e","Transit","K2",1.21200000,1066.00,5271.00
"Kepler-19 b","Transit","Kepler",2.13000000,764.00,5543.00
"WASP-53 b","Transit","Multiple Facilities",12.03846600,1053.00,4953.00
"HAT-P-63 b","Transit","HATNet",12.54284940,1237.00,5400.00
"Kepler-1727 b","Transit","Kepler",2.72000000,757.00,5349.00
"Kepler-1594 b","Transit","Kepler",1.04000000,1388.00,6191.00
